[[1, 0, 2], [5, 6, 4], [3, 8, 7]]: 14
[[1, 6, 2], [8, 4, 3], [7, 5, 0]]: 23
[[1, 3, 2], [6, 0, 4], [5, 8, 7]]: 25
[[1, 3, 2], [6, 4, 0], [5, 8, 7]]: 24
[[1, 6, 2], [8, 7, 3], [0, 5, 4]]: 25
[[1, 2, 4], [8, 6, 7], [0, 5, 3]]: 25
[[1, 2, 4], [8, 7, 3], [0, 5, 6]]: 25
[[1, 2, 4], [8, 7, 3], [5, 6, 0]]: 25
[[1, 2, 6], [5, 3, 4], [0, 8, 7]]: 25
[[5, 1, 2], [8, 0, 3], [7, 4, 6]]: 25
[[5, 1, 2], [8, 4, 3], [7, 0, 6]]: 24
[[1, 6, 0], [4, 7, 2], [8, 5, 3]]: 25
[[1, 2, 7], [3, 0, 6], [4, 5, 8]]: 25
[[1, 2, 0], [5, 4, 7], [3, 8, 6]]: 25
[[1, 2, 8], [5, 7, 6], [0, 3, 4]]: 25
[[1, 2, 8], [3, 0, 6], [7, 5, 4]]: 25
[[1, 2, 5], [3, 7, 6], [0, 8, 4]]: 25
[[1, 2, 5], [8, 3, 6], [0, 7, 4]]: 25
[[1, 2, 5], [8, 3, 6], [7, 0, 4]]: 24
[[1, 2, 5], [8, 3, 6], [7, 4, 0]]: 23
[[1, 2, 7], [4, 6, 8], [0, 5, 3]]: 25
[[1, 2, 0], [4, 3, 7], [5, 8, 6]]: 25
[[1, 2, 7], [4, 0, 3], [5, 8, 6]]: 25
[[3, 1, 2], [6, 0, 5], [8, 7, 4]]: 25
[[4, 5, 6], [1, 8, 2], [0, 3, 7]]: 25
[[1, 2, 4], [6, 0, 8], [5, 7, 3]]: 25
[[1, 2, 4], [6, 8, 0], [5, 7, 3]]: 24
[[1, 2, 4], [6, 7, 8], [0, 5, 3]]: 25
[[1, 2, 4], [6, 8, 3], [0, 5, 7]]: 25
[[1, 4, 3], [5, 0, 2], [8, 6, 7]]: 25
[[1, 4, 3], [5, 6, 2], [8, 0, 7]]: 24
[[1, 4, 3], [5, 6, 2], [8, 7, 0]]: 23
[[1, 4, 3], [5, 2, 0], [8, 6, 7]]: 24
[[1, 2, 4], [5, 3, 7], [0, 8, 6]]: 25
[[1, 2, 4], [8, 5, 3], [0, 6, 7]]: 25
[[1, 2, 0], [5, 6, 4], [8, 7, 3]]: 25
[[1, 2, 4], [5, 0, 6], [8, 7, 3]]: 25
[[1, 2, 6], [5, 7, 3], [0, 8, 4]]: 25
[[1, 2, 6], [8, 5, 3], [0, 7, 4]]: 25
[[1, 2, 6], [8, 5, 3], [7, 0, 4]]: 24
[[1, 2, 6], [8, 5, 3], [7, 4, 0]]: 23
[[1, 4, 7], [5, 2, 8], [3, 6, 0]]: 25
[[5, 2, 4], [3, 1, 7], [8, 6, 0]]: 25
[[1, 4, 6], [8, 2, 7], [5, 3, 0]]: 25
[[5, 2, 1], [4, 8, 6], [0, 3, 7]]: 25
[[5, 2, 1], [4, 6, 7], [3, 8, 0]]: 25
[[6, 2, 4], [1, 8, 7], [5, 3, 0]]: 25
[[2, 4, 6], [1, 8, 7], [5, 3, 0]]: 25
[[6, 2, 4], [1, 3, 7], [8, 5, 0]]: 25
[[6, 2, 4], [1, 0, 3], [8, 5, 7]]: 25
[[6, 2, 4], [1, 5, 3], [8, 0, 7]]: 24
[[6, 2, 4], [1, 5, 3], [8, 7, 0]]: 23
[[2, 3, 0], [1, 6, 4], [8, 5, 7]]: 25
[[2, 3, 4], [1, 6, 7], [8, 5, 0]]: 25
[[2, 3, 0], [1, 5, 4], [8, 7, 6]]: 25
[[2, 4, 6], [1, 3, 7], [8, 5, 0]]: 25
[[2, 4, 6], [1, 0, 3], [8, 5, 7]]: 25
[[2, 4, 6], [1, 5, 3], [8, 0, 7]]: 24
[[2, 4, 6], [1, 5, 3], [8, 7, 0]]: 23
[[1, 3, 6], [4, 8, 2], [0, 5, 7]]: 25
[[1, 2, 7], [3, 6, 8], [4, 5, 0]]: 25
[[1, 2, 5], [3, 6, 7], [4, 8, 0]]: 25
[[1, 2, 5], [3, 0, 6], [4, 8, 7]]: 25
[[1, 8, 0], [3, 5, 6], [7, 4, 2]]: 25
[[1, 2, 5], [3, 6, 8], [7, 4, 0]]: 25
[[1, 2, 5], [3, 0, 6], [7, 4, 8]]: 25
[[1, 2, 5], [3, 4, 6], [7, 0, 8]]: 24
[[1, 2, 5], [3, 4, 6], [7, 8, 0]]: 23
[[1, 2, 3], [8, 6, 4], [0, 5, 7]]: 25
[[1, 2, 3], [8, 7, 6], [0, 5, 4]]: 25
[[1, 6, 2], [7, 5, 3], [0, 8, 4]]: 25
[[1, 2, 4], [7, 5, 3], [0, 8, 6]]: 25
[[1, 2, 0], [5, 3, 4], [7, 8, 6]]: 25
[[1, 6, 2], [4, 0, 3], [8, 7, 5]]: 25
[[1, 6, 2], [4, 7, 3], [0, 8, 5]]: 25
[[1, 2, 8], [4, 0, 6], [5, 7, 3]]: 25
[[1, 2, 0], [3, 5, 7], [4, 8, 6]]: 25
[[1, 2, 0], [3, 5, 8], [7, 4, 6]]: 25
[[1, 2, 3], [7, 5, 6], [0, 8, 4]]: 25
[[1, 2, 7], [4, 0, 6], [8, 5, 3]]: 25
[[1, 2, 7], [4, 5, 6], [8, 0, 3]]: 24
[[3, 1, 4], [8, 2, 6], [0, 5, 7]]: 25
[[3, 1, 4], [2, 0, 6], [8, 5, 7]]: 25
[[3, 1, 4], [2, 5, 6], [8, 0, 7]]: 24
[[3, 1, 4], [2, 5, 6], [8, 7, 0]]: 23
[[3, 1, 2], [8, 5, 4], [0, 7, 6]]: 25
[[3, 1, 2], [8, 5, 4], [7, 0, 6]]: 24
[[3, 1, 2], [5, 0, 4], [8, 7, 6]]: 25
[[3, 1, 2], [5, 4, 0], [8, 7, 6]]: 24
[[3, 1, 2], [5, 4, 6], [8, 7, 0]]: 23
[[1, 4, 0], [5, 7, 6], [3, 2, 8]]: 25
[[1, 4, 6], [5, 7, 8], [3, 2, 0]]: 25
[[5, 1, 2], [6, 7, 8], [3, 4, 0]]: 25
[[3, 1, 6], [8, 5, 2], [0, 7, 4]]: 25
[[3, 1, 6], [8, 5, 2], [7, 0, 4]]: 24
[[3, 1, 6], [8, 5, 2], [7, 4, 0]]: 23
[[3, 1, 6], [5, 0, 2], [8, 7, 4]]: 25
[[3, 1, 6], [5, 2, 0], [8, 7, 4]]: 24
[[3, 1, 6], [5, 2, 4], [8, 7, 0]]: 23
[[3, 1, 2], [8, 6, 5], [0, 7, 4]]: 25
[[3, 1, 2], [8, 6, 5], [7, 0, 4]]: 24
[[3, 1, 2], [8, 6, 5], [7, 4, 0]]: 23
[[3, 1, 6], [8, 4, 2], [0, 5, 7]]: 25
[[3, 1, 0], [4, 5, 6], [8, 7, 2]]: 25
[[1, 2, 0], [3, 7, 4], [6, 5, 8]]: 25
[[1, 2, 4], [3, 7, 8], [6, 5, 0]]: 25
[[5, 1, 0], [3, 2, 6], [8, 4, 7]]: 25
[[5, 1, 6], [3, 2, 7], [8, 4, 0]]: 25
[[1, 2, 0], [8, 5, 4], [7, 3, 6]]: 25
[[3, 5, 2], [8, 1, 4], [0, 6, 7]]: 25
[[3, 5, 0], [1, 4, 2], [8, 6, 7]]: 25
[[3, 5, 2], [1, 4, 7], [0, 8, 6]]: 25
[[3, 2, 4], [1, 5, 7], [8, 6, 0]]: 25
[[5, 4, 1], [6, 2, 7], [3, 8, 0]]: 25
[[3, 5, 2], [8, 1, 6], [0, 7, 4]]: 25
[[3, 5, 2], [8, 1, 6], [7, 0, 4]]: 24
[[3, 5, 2], [8, 1, 6], [7, 4, 0]]: 23
[[3, 5, 2], [1, 7, 6], [0, 8, 4]]: 25
[[1, 8, 2], [5, 0, 4], [6, 3, 7]]: 25
[[1, 8, 2], [5, 3, 4], [6, 0, 7]]: 24
[[1, 8, 2], [5, 3, 4], [6, 7, 0]]: 23
[[1, 8, 2], [5, 4, 0], [6, 3, 7]]: 24
[[1, 2, 4], [5, 8, 7], [6, 3, 0]]: 25
[[5, 1, 2], [8, 4, 7], [6, 3, 0]]: 25
[[1, 7, 2], [5, 6, 4], [0, 3, 8]]: 25
[[1, 7, 2], [5, 4, 8], [3, 6, 0]]: 25
[[5, 6, 2], [4, 1, 7], [3, 8, 0]]: 25
[[6, 8, 2], [1, 3, 4], [0, 5, 7]]: 25
[[6, 8, 2], [1, 4, 7], [5, 3, 0]]: 25
[[2, 8, 4], [1, 3, 6], [0, 5, 7]]: 25
[[1, 2, 6], [4, 8, 5], [0, 3, 7]]: 25
[[1, 7, 6], [5, 4, 2], [0, 3, 8]]: 25
[[1, 7, 0], [5, 2, 6], [3, 4, 8]]: 25
[[1, 7, 6], [5, 2, 8], [3, 4, 0]]: 25
[[1, 7, 6], [4, 3, 2], [0, 5, 8]]: 25
[[1, 7, 0], [4, 2, 6], [5, 3, 8]]: 25
[[1, 7, 6], [4, 2, 8], [5, 3, 0]]: 25
[[1, 5, 2], [8, 3, 4], [7, 6, 0]]: 25
[[1, 5, 0], [3, 2, 6], [4, 8, 7]]: 25
[[1, 5, 6], [3, 2, 7], [4, 8, 0]]: 25
[[1, 8, 0], [3, 2, 6], [7, 5, 4]]: 25
[[1, 5, 0], [3, 2, 6], [7, 4, 8]]: 25
[[1, 5, 6], [3, 2, 8], [7, 4, 0]]: 25
[[1, 3, 2], [6, 4, 7], [5, 8, 0]]: 25
[[5, 1, 2], [8, 4, 3], [7, 6, 0]]: 25
[[1, 2, 0], [6, 8, 4], [5, 7, 3]]: 25
[[1, 4, 3], [5, 6, 2], [0, 8, 7]]: 25
[[1, 4, 3], [5, 2, 7], [8, 6, 0]]: 25
[[6, 2, 4], [1, 5, 3], [0, 8, 7]]: 25
[[2, 4, 6], [1, 5, 3], [0, 8, 7]]: 25
[[1, 2, 7], [4, 5, 6], [0, 8, 3]]: 25
[[1, 2, 7], [4, 5, 6], [8, 3, 0]]: 25
[[3, 1, 4], [2, 5, 6], [0, 8, 7]]: 25
[[3, 1, 2], [8, 5, 4], [7, 6, 0]]: 25
[[3, 1, 0], [5, 2, 6], [8, 7, 4]]: 25
[[1, 8, 2], [5, 3, 4], [0, 6, 7]]: 25
[[1, 8, 2], [5, 4, 7], [6, 3, 0]]: 25
[[5, 0, 1], [3, 6, 2], [8, 7, 4]]: 26
[[6, 0, 4], [1, 2, 5], [3, 8, 7]]: 26
[[6, 4, 0], [1, 2, 5], [3, 8, 7]]: 25
[[6, 2, 4], [0, 1, 5], [3, 8, 7]]: 26
[[6, 2, 4], [3, 1, 5], [0, 8, 7]]: 25
[[2, 4, 6], [0, 1, 5], [3, 8, 7]]: 26
[[2, 4, 6], [3, 1, 5], [0, 8, 7]]: 25
[[5, 0, 1], [3, 4, 2], [8, 6, 7]]: 26
[[6, 0, 5], [1, 4, 2], [3, 8, 7]]: 26
[[1, 0, 4], [6, 2, 7], [5, 3, 8]]: 26
[[1, 4, 0], [6, 2, 7], [5, 3, 8]]: 25
[[1, 4, 6], [0, 2, 7], [5, 3, 8]]: 26
[[1, 6, 2], [0, 4, 7], [3, 8, 5]]: 26
[[1, 6, 2], [4, 0, 7], [3, 8, 5]]: 25
[[1, 6, 2], [4, 7, 0], [3, 8, 5]]: 24
[[1, 6, 2], [4, 7, 5], [3, 8, 0]]: 23
[[5, 1, 2], [0, 4, 7], [6, 3, 8]]: 26
[[5, 1, 2], [4, 0, 7], [6, 3, 8]]: 25
[[5, 1, 2], [4, 3, 7], [6, 0, 8]]: 24
[[5, 1, 2], [4, 3, 7], [6, 8, 0]]: 23
[[5, 1, 2], [4, 7, 0], [6, 3, 8]]: 24
[[5, 1, 2], [4, 3, 0], [6, 8, 7]]: 24
[[5, 1, 2], [4, 3, 7], [0, 6, 8]]: 25
[[5, 1, 2], [4, 7, 8], [6, 3, 0]]: 25
[[5, 1, 2], [4, 0, 3], [6, 8, 7]]: 25
[[1, 0, 4], [5, 8, 6], [3, 7, 2]]: 26
[[1, 0, 4], [3, 5, 6], [8, 7, 2]]: 26
[[5, 0, 4], [2, 1, 6], [3, 8, 7]]: 26
[[5, 4, 0], [2, 1, 6], [3, 8, 7]]: 25
[[1, 6, 2], [0, 7, 8], [5, 3, 4]]: 26
[[1, 6, 2], [7, 0, 8], [5, 3, 4]]: 25
[[1, 6, 2], [7, 3, 8], [5, 0, 4]]: 24
[[1, 6, 2], [7, 3, 8], [5, 4, 0]]: 23
[[1, 6, 2], [7, 8, 0], [5, 3, 4]]: 24
[[1, 6, 2], [7, 8, 4], [5, 3, 0]]: 23
[[1, 6, 2], [7, 3, 0], [5, 4, 8]]: 24
[[1, 6, 2], [7, 8, 4], [5, 0, 3]]: 24
[[1, 6, 2], [7, 0, 3], [5, 4, 8]]: 25
[[1, 6, 2], [7, 4, 3], [5, 0, 8]]: 24
[[1, 6, 2], [7, 4, 3], [5, 8, 0]]: 23
[[1, 6, 2], [7, 0, 4], [5, 8, 3]]: 25
[[1, 6, 2], [7, 4, 0], [5, 8, 3]]: 24
[[1, 6, 2], [7, 8, 4], [0, 5, 3]]: 25
[[1, 6, 2], [7, 4, 3], [0, 5, 8]]: 25
[[1, 2, 4], [0, 7, 8], [5, 3, 6]]: 26
[[1, 2, 4], [7, 0, 8], [5, 3, 6]]: 25
[[1, 2, 4], [7, 3, 8], [5, 0, 6]]: 24
[[1, 2, 4], [7, 8, 0], [5, 3, 6]]: 24
[[1, 2, 4], [7, 8, 6], [5, 3, 0]]: 23
[[1, 2, 4], [7, 8, 6], [5, 0, 3]]: 24
[[1, 2, 4], [7, 3, 8], [5, 6, 0]]: 25
[[1, 2, 0], [7, 8, 4], [5, 3, 6]]: 25
[[1, 2, 4], [7, 0, 6], [5, 8, 3]]: 25
[[1, 2, 4], [7, 8, 6], [0, 5, 3]]: 25
[[1, 0, 4], [3, 2, 8], [7, 5, 6]]: 26
[[1, 4, 0], [3, 2, 8], [7, 5, 6]]: 25
[[1, 6, 2], [0, 7, 5], [3, 8, 4]]: 26
[[1, 6, 2], [7, 0, 5], [3, 8, 4]]: 25
[[1, 6, 2], [7, 5, 0], [3, 8, 4]]: 24
[[1, 6, 2], [7, 5, 4], [3, 8, 0]]: 23
[[1, 2, 4], [0, 7, 5], [3, 8, 6]]: 26
[[1, 2, 4], [7, 0, 5], [3, 8, 6]]: 25
[[1, 2, 4], [7, 5, 0], [3, 8, 6]]: 24
[[1, 2, 4], [7, 5, 6], [3, 8, 0]]: 23
[[1, 2, 0], [7, 5, 4], [3, 8, 6]]: 25
[[1, 2, 4], [3, 7, 0], [8, 6, 5]]: 26
[[1, 0, 2], [8, 3, 4], [5, 7, 6]]: 26
[[1, 3, 2], [8, 0, 4], [5, 7, 6]]: 25
[[1, 3, 2], [8, 4, 0], [5, 7, 6]]: 24
[[1, 3, 2], [8, 4, 6], [5, 7, 0]]: 23
[[1, 0, 4], [8, 2, 3], [5, 7, 6]]: 26
[[1, 4, 0], [8, 2, 3], [5, 7, 6]]: 25
[[1, 4, 3], [8, 2, 0], [5, 7, 6]]: 24
[[1, 4, 3], [8, 2, 6], [5, 7, 0]]: 23
[[5, 1, 2], [0, 7, 6], [3, 8, 4]]: 26
[[5, 1, 2], [7, 0, 6], [3, 8, 4]]: 25
[[6, 5, 2], [0, 8, 4], [1, 3, 7]]: 26
[[2, 5, 4], [0, 8, 6], [1, 3, 7]]: 26
[[2, 0, 5], [1, 6, 4], [3, 8, 7]]: 26
[[2, 5, 4], [1, 6, 7], [3, 0, 8]]: 26
[[5, 1, 2], [0, 4, 7], [3, 8, 6]]: 26
[[5, 1, 2], [4, 0, 7], [3, 8, 6]]: 25
[[5, 1, 2], [4, 7, 0], [3, 8, 6]]: 24
[[5, 1, 2], [4, 7, 6], [3, 8, 0]]: 23
[[1, 4, 6], [3, 2, 7], [8, 0, 5]]: 26
[[1, 6, 2], [0, 4, 8], [5, 7, 3]]: 26
[[1, 6, 2], [5, 4, 8], [0, 7, 3]]: 25
[[1, 6, 2], [5, 4, 8], [7, 0, 3]]: 24
[[1, 6, 2], [5, 4, 8], [7, 3, 0]]: 25
[[1, 6, 2], [0, 7, 8], [4, 5, 3]]: 26
[[1, 6, 2], [7, 0, 8], [4, 5, 3]]: 25
[[1, 6, 2], [7, 5, 8], [4, 0, 3]]: 24
[[1, 6, 2], [7, 8, 0], [4, 5, 3]]: 24
[[1, 6, 2], [7, 8, 3], [4, 5, 0]]: 23
[[1, 6, 2], [7, 5, 8], [4, 3, 0]]: 25
[[1, 6, 2], [0, 8, 3], [4, 5, 7]]: 26
[[5, 2, 4], [6, 1, 7], [3, 0, 8]]: 26
[[1, 2, 7], [5, 6, 8], [3, 0, 4]]: 26
[[1, 0, 7], [5, 2, 6], [3, 4, 8]]: 26
[[1, 0, 8], [5, 2, 6], [3, 7, 4]]: 26
[[1, 0, 2], [3, 5, 4], [7, 6, 8]]: 26
[[1, 0, 5], [3, 2, 6], [8, 7, 4]]: 26
[[5, 1, 6], [0, 8, 2], [4, 3, 7]]: 26
[[1, 0, 7], [4, 2, 6], [5, 3, 8]]: 26
[[1, 2, 7], [0, 4, 6], [5, 3, 8]]: 26
[[1, 2, 3], [0, 8, 6], [4, 5, 7]]: 26
[[1, 0, 2], [3, 5, 4], [6, 8, 7]]: 26
[[3, 0, 2], [6, 1, 4], [8, 5, 7]]: 26
[[3, 2, 0], [6, 1, 4], [8, 5, 7]]: 25
[[4, 5, 6], [0, 1, 2], [3, 8, 7]]: 26
[[4, 5, 6], [3, 1, 2], [0, 8, 7]]: 25
[[1, 2, 4], [0, 3, 7], [6, 5, 8]]: 26
[[1, 0, 2], [6, 7, 4], [5, 3, 8]]: 26
[[1, 0, 2], [6, 3, 4], [5, 8, 7]]: 26
[[1, 0, 4], [6, 2, 3], [5, 8, 7]]: 26
[[1, 4, 0], [6, 2, 3], [5, 8, 7]]: 25
[[1, 4, 3], [6, 2, 0], [5, 8, 7]]: 24
[[1, 4, 3], [6, 2, 7], [5, 8, 0]]: 25
[[1, 6, 2], [3, 7, 8], [4, 0, 5]]: 26
[[1, 0, 2], [3, 8, 4], [7, 5, 6]]: 26
[[1, 2, 4], [8, 3, 0], [7, 6, 5]]: 26
[[1, 0, 4], [5, 2, 3], [8, 6, 7]]: 26
[[1, 4, 0], [5, 2, 3], [8, 6, 7]]: 25
[[1, 3, 2], [0, 4, 7], [5, 8, 6]]: 26
[[1, 3, 2], [4, 0, 7], [5, 8, 6]]: 25
[[1, 3, 2], [4, 7, 0], [5, 8, 6]]: 24
[[1, 3, 2], [4, 7, 6], [5, 8, 0]]: 23
[[1, 3, 2], [0, 7, 6], [5, 8, 4]]: 26
[[1, 3, 2], [7, 0, 6], [5, 8, 4]]: 25
[[1, 0, 6], [5, 2, 3], [8, 7, 4]]: 26
[[1, 2, 7], [0, 3, 6], [4, 5, 8]]: 26
[[3, 1, 2], [0, 5, 4], [6, 8, 7]]: 26
[[3, 1, 2], [6, 4, 7], [8, 0, 5]]: 26
[[4, 0, 5], [1, 2, 6], [3, 8, 7]]: 26
[[4, 2, 5], [1, 0, 6], [3, 8, 7]]: 25
[[4, 5, 6], [1, 2, 7], [3, 0, 8]]: 26
[[4, 6, 2], [1, 5, 7], [3, 0, 8]]: 26
[[5, 2, 1], [0, 4, 6], [3, 8, 7]]: 26
[[5, 2, 1], [3, 4, 6], [0, 8, 7]]: 25
[[6, 3, 2], [0, 1, 4], [8, 5, 7]]: 26
[[6, 3, 2], [0, 5, 4], [1, 8, 7]]: 26
[[6, 3, 2], [1, 4, 7], [8, 0, 5]]: 26
[[2, 3, 4], [0, 1, 6], [8, 5, 7]]: 26
[[2, 3, 4], [0, 5, 6], [1, 8, 7]]: 26
[[6, 2, 4], [1, 8, 0], [3, 7, 5]]: 26
[[2, 4, 6], [1, 8, 0], [3, 7, 5]]: 26
[[1, 3, 6], [0, 4, 2], [5, 8, 7]]: 26
[[1, 3, 6], [5, 4, 2], [0, 8, 7]]: 25
[[1, 3, 6], [4, 2, 7], [5, 0, 8]]: 26
[[1, 8, 2], [3, 5, 0], [7, 6, 4]]: 26
[[5, 1, 4], [2, 8, 0], [3, 7, 6]]: 26
[[1, 6, 2], [3, 8, 0], [4, 7, 5]]: 26
[[1, 8, 6], [5, 7, 0], [3, 4, 2]]: 26
[[1, 5, 6], [3, 7, 0], [8, 4, 2]]: 26
[[5, 1, 2], [8, 3, 0], [6, 7, 4]]: 26
[[1, 0, 3], [8, 2, 6], [5, 7, 4]]: 26
[[1, 0, 4], [5, 2, 3], [7, 8, 6]]: 26
[[1, 4, 0], [5, 2, 3], [7, 8, 6]]: 25
[[1, 4, 3], [5, 2, 0], [7, 8, 6]]: 24
[[1, 4, 3], [5, 2, 6], [7, 8, 0]]: 23
[[1, 2, 4], [5, 8, 0], [7, 6, 3]]: 26
[[1, 6, 2], [0, 5, 7], [4, 8, 3]]: 26
[[1, 2, 8], [5, 7, 0], [3, 4, 6]]: 26
[[1, 2, 5], [3, 7, 0], [8, 4, 6]]: 26
[[3, 1, 2], [8, 6, 0], [5, 7, 4]]: 26
[[4, 5, 6], [1, 8, 0], [3, 7, 2]]: 26
[[1, 3, 2], [8, 5, 0], [6, 7, 4]]: 26
[[1, 2, 6], [5, 7, 0], [8, 4, 3]]: 26
[[1, 4, 8], [5, 2, 6], [3, 0, 7]]: 26
[[1, 4, 5], [3, 2, 6], [8, 0, 7]]: 26
[[5, 2, 6], [3, 1, 4], [8, 0, 7]]: 26
[[6, 5, 2], [3, 1, 0], [8, 7, 4]]: 26
[[2, 5, 4], [3, 1, 0], [8, 7, 6]]: 26
[[1, 6, 2], [5, 4, 0], [8, 7, 3]]: 26
[[5, 2, 1], [4, 8, 0], [3, 7, 6]]: 26
[[1, 2, 3], [5, 4, 0], [8, 7, 6]]: 26
[[1, 3, 6], [4, 8, 0], [5, 7, 2]]: 26
[[1, 6, 2], [4, 3, 0], [8, 7, 5]]: 26
[[1, 2, 8], [3, 6, 4], [7, 0, 5]]: 26
[[1, 2, 3], [8, 7, 0], [5, 4, 6]]: 26
[[1, 0, 3], [5, 2, 6], [7, 8, 4]]: 26
[[1, 6, 2], [5, 3, 4], [7, 0, 8]]: 26
[[1, 2, 4], [5, 3, 6], [7, 0, 8]]: 26
[[1, 2, 8], [4, 6, 3], [5, 0, 7]]: 26
[[1, 2, 7], [4, 6, 3], [8, 0, 5]]: 26
[[2, 0, 4], [1, 6, 7], [5, 3, 8]]: 26
[[2, 4, 0], [1, 6, 7], [5, 3, 8]]: 25
[[6, 0, 2], [1, 4, 7], [5, 3, 8]]: 26
[[6, 2, 0], [1, 4, 7], [5, 3, 8]]: 25
[[5, 1, 2], [0, 8, 4], [3, 7, 6]]: 26
[[5, 1, 2], [3, 8, 4], [0, 7, 6]]: 25
[[5, 1, 2], [3, 8, 4], [7, 0, 6]]: 24
[[5, 1, 2], [3, 0, 4], [7, 8, 6]]: 25
[[5, 1, 2], [3, 4, 0], [7, 8, 6]]: 24
[[5, 1, 2], [3, 4, 6], [7, 8, 0]]: 23
[[5, 1, 2], [3, 8, 4], [7, 6, 0]]: 25
[[1, 0, 6], [5, 4, 7], [3, 2, 8]]: 26
[[1, 4, 6], [0, 5, 7], [3, 2, 8]]: 26
[[1, 4, 6], [3, 5, 7], [0, 2, 8]]: 25
[[1, 0, 2], [3, 6, 7], [8, 4, 5]]: 26
[[1, 2, 0], [3, 6, 7], [8, 4, 5]]: 25
[[1, 6, 2], [0, 3, 7], [8, 4, 5]]: 26
[[5, 1, 2], [0, 6, 7], [3, 4, 8]]: 26
[[5, 1, 2], [3, 6, 7], [0, 4, 8]]: 25
[[5, 1, 2], [3, 6, 7], [4, 0, 8]]: 24
[[5, 1, 2], [3, 6, 7], [4, 8, 0]]: 23
[[5, 1, 2], [3, 6, 0], [4, 8, 7]]: 24
[[5, 1, 2], [3, 0, 6], [4, 8, 7]]: 25
[[5, 1, 2], [6, 7, 8], [3, 0, 4]]: 26
[[5, 1, 2], [0, 6, 8], [3, 7, 4]]: 26
[[5, 1, 2], [3, 6, 8], [0, 7, 4]]: 25
[[5, 1, 2], [3, 6, 8], [7, 0, 4]]: 24
[[5, 1, 2], [3, 6, 8], [7, 4, 0]]: 23
[[5, 1, 2], [3, 6, 0], [7, 4, 8]]: 24
[[5, 1, 2], [3, 0, 6], [7, 4, 8]]: 25
[[5, 1, 2], [3, 4, 6], [7, 0, 8]]: 24
[[1, 0, 6], [5, 4, 8], [3, 7, 2]]: 26
[[1, 4, 6], [5, 7, 8], [3, 0, 2]]: 26
[[1, 4, 6], [0, 5, 8], [3, 7, 2]]: 26
[[1, 4, 6], [3, 5, 8], [0, 7, 2]]: 25
[[1, 4, 6], [3, 5, 8], [7, 0, 2]]: 24
[[1, 4, 6], [3, 5, 8], [7, 2, 0]]: 23
[[1, 4, 6], [3, 5, 0], [7, 2, 8]]: 24
[[1, 4, 0], [3, 5, 6], [7, 2, 8]]: 25
[[1, 0, 6], [3, 4, 5], [8, 7, 2]]: 26
[[1, 4, 6], [3, 7, 5], [8, 0, 2]]: 26
[[1, 4, 6], [3, 7, 5], [8, 2, 0]]: 25
[[1, 4, 6], [0, 3, 5], [8, 7, 2]]: 26
[[2, 0, 4], [1, 5, 7], [3, 6, 8]]: 26
[[2, 4, 0], [1, 5, 7], [3, 6, 8]]: 25
[[6, 0, 2], [1, 5, 7], [3, 4, 8]]: 26
[[6, 2, 0], [1, 5, 7], [3, 4, 8]]: 25
[[5, 1, 6], [0, 8, 2], [3, 7, 4]]: 26
[[5, 1, 6], [3, 8, 2], [0, 7, 4]]: 25
[[5, 1, 6], [3, 8, 2], [7, 0, 4]]: 24
[[5, 1, 6], [3, 8, 2], [7, 4, 0]]: 23
[[5, 1, 6], [3, 0, 2], [7, 8, 4]]: 25
[[5, 1, 6], [3, 2, 0], [7, 8, 4]]: 24
[[5, 1, 6], [3, 2, 4], [7, 8, 0]]: 23
[[5, 1, 0], [3, 2, 6], [7, 8, 4]]: 25
[[6, 0, 2], [1, 5, 8], [3, 7, 4]]: 26
[[6, 2, 0], [1, 5, 8], [3, 7, 4]]: 25
[[2, 0, 4], [1, 5, 8], [3, 7, 6]]: 26
[[2, 4, 0], [1, 5, 8], [3, 7, 6]]: 25
[[6, 0, 2], [1, 3, 5], [8, 7, 4]]: 26
[[6, 3, 2], [1, 0, 5], [8, 7, 4]]: 25
[[6, 2, 0], [1, 3, 5], [8, 7, 4]]: 25
[[2, 0, 4], [1, 3, 5], [8, 7, 6]]: 26
[[2, 3, 4], [1, 0, 5], [8, 7, 6]]: 25
[[2, 4, 0], [1, 3, 5], [8, 7, 6]]: 25
[[3, 0, 6], [4, 1, 2], [8, 5, 7]]: 26
[[3, 1, 6], [0, 5, 2], [4, 8, 7]]: 26
[[3, 0, 1], [4, 2, 6], [8, 5, 7]]: 26
[[3, 2, 1], [4, 0, 6], [8, 5, 7]]: 25
[[3, 2, 1], [4, 5, 6], [8, 0, 7]]: 24
[[3, 2, 1], [4, 5, 6], [8, 7, 0]]: 23
[[3, 2, 1], [4, 5, 6], [0, 8, 7]]: 25
[[3, 1, 6], [4, 2, 7], [8, 0, 5]]: 26
[[8, 1, 2], [0, 6, 4], [5, 3, 7]]: 26
[[8, 1, 2], [5, 6, 4], [0, 3, 7]]: 25
[[1, 0, 6], [8, 3, 2], [5, 7, 4]]: 26
[[1, 3, 6], [8, 0, 2], [5, 7, 4]]: 25
[[1, 3, 6], [8, 2, 0], [5, 7, 4]]: 24
[[1, 3, 6], [8, 2, 4], [5, 7, 0]]: 23
[[1, 3, 0], [8, 2, 6], [5, 7, 4]]: 25
[[5, 1, 2], [0, 3, 7], [8, 4, 6]]: 26
[[1, 0, 2], [8, 6, 7], [5, 4, 3]]: 26
